exam_id,base_row_number,base_row_fingerprint,source_item,condition_or_syndrome,diagnostic_target,bedside_question_label,bedside_question_options,when_to_use_structured,result_changes_management,management_link,evidence_source_primary,source_citation,LR_plus,LR_minus,evidence_tier,difficulty,time_burden_minutes,equipment_needed,patient_cooperation_required,care_setting,limitations,retrieval_tags
EXAM-072-abdominal-exam-setup,72,d0a4344f,Abdomen 1,DKA_HHS; adrenal_insufficiency; hypercalcemia; abdominal_pain,"Abdominal tenderness, peritoneal signs, biliary disease, or renal/flank source","Do you have abdominal pain, nausea, vomiting, constipation, or pain with urination today?",No / Abdominal pain / Nausea or vomiting / Constipation / Dysuria / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside,"A management-relevant Abdominal exam setup finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Abdominal exam setup finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",MCGEE_EBPD,MCGEE_EBPD; SM25; AHRQ_CALIBRATE_DX,,,B,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside
EXAM-073-abdominal-inspection,73,97a168b0,Abdomen 2,DKA_HHS; adrenal_insufficiency; hypercalcemia; abdominal_pain,"Abdominal tenderness, peritoneal signs, biliary disease, or renal/flank source","Do you have abdominal pain, nausea, vomiting, constipation, or pain with urination today?",No / Abdominal pain / Nausea or vomiting / Constipation / Dysuria / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside,"Abnormal abdominal findings can change DKA/adrenal/hypercalcemia symptom framing, imaging need, and escalation for acute abdomen.","Abnormal abdominal findings can change DKA/adrenal/hypercalcemia symptom framing, imaging need, and escalation for acute abdomen.",MCGEE_EBPD,MCGEE_EBPD; SM25; AHRQ_CALIBRATE_DX,,,B,easy,1.5,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside
EXAM-074-bowel-sounds,74,1eef54de,Abdomen 3,DKA_HHS; adrenal_insufficiency; hypercalcemia; abdominal_pain,"Abdominal tenderness, peritoneal signs, biliary disease, or renal/flank source","Do you have abdominal pain, nausea, vomiting, constipation, or pain with urination today?",No / Abdominal pain / Nausea or vomiting / Constipation / Dysuria / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside,"Abnormal abdominal findings can change DKA/adrenal/hypercalcemia symptom framing, imaging need, and escalation for acute abdomen.","Abnormal abdominal findings can change DKA/adrenal/hypercalcemia symptom framing, imaging need, and escalation for acute abdomen.",MCGEE_EBPD,MCGEE_EBPD; SM25; AHRQ_CALIBRATE_DX,,,B,easy,1.5,stethoscope,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside
EXAM-075-abdominal-percussion,75,37803dd6,Abdomen 4,DKA_HHS; adrenal_insufficiency; hypercalcemia; dyspnea; abdominal_pain,"Respiratory distress, consolidation, effusion, or pulmonary edema","Is your breathing better, the same, or worse since yesterday?",Better / Same / Worse / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; dyspnea; hypercalcemia; hypoxia; inpatient_bedside; pneumonia; respiratory_support,"Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.","Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1.5,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; dyspnea; hypercalcemia; hypoxia; inpatient_bedside; pneumonia; respiratory_support
EXAM-076-abdominal-palpation,76,3151ec04,Abdomen 5,DKA_HHS; adrenal_insufficiency; hypercalcemia; abdominal_pain,"Abdominal tenderness, peritoneal signs, biliary disease, or renal/flank source","Do you have abdominal pain, nausea, vomiting, constipation, or pain with urination today?",No / Abdominal pain / Nausea or vomiting / Constipation / Dysuria / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside,"A management-relevant Abdominal palpation finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Abdominal palpation finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",MCGEE_EBPD,MCGEE_EBPD; SM25; AHRQ_CALIBRATE_DX,,,B,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside
EXAM-077-spleen-palpation,77,418306c8,Abdomen 6,DKA_HHS; adrenal_insufficiency; hypercalcemia; abdominal_pain,"Abdominal tenderness, peritoneal signs, biliary disease, or renal/flank source","Do you have abdominal pain, nausea, vomiting, constipation, or pain with urination today?",No / Abdominal pain / Nausea or vomiting / Constipation / Dysuria / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside,"Abnormal abdominal findings can change DKA/adrenal/hypercalcemia symptom framing, imaging need, and escalation for acute abdomen.","Abnormal abdominal findings can change DKA/adrenal/hypercalcemia symptom framing, imaging need, and escalation for acute abdomen.",MCGEE_EBPD,MCGEE_EBPD; SM25; AHRQ_CALIBRATE_DX,,,B,moderate,2,none,moderate,inpatient bedside; consult rounds; ward or stepdown,"Technique and patient cooperation can limit reliability; interpret with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside
EXAM-078-liver-span,78,f58801fd,Abdomen 7,DKA_HHS; adrenal_insufficiency; hypercalcemia; dyspnea; abdominal_pain,"Respiratory distress, consolidation, effusion, or pulmonary edema","Is your breathing better, the same, or worse since yesterday?",Better / Same / Worse / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; dyspnea; hypercalcemia; hypoxia; inpatient_bedside; pneumonia; respiratory_support,"Abnormal abdominal findings can change DKA/adrenal/hypercalcemia symptom framing, imaging need, and escalation for acute abdomen.","Abnormal abdominal findings can change DKA/adrenal/hypercalcemia symptom framing, imaging need, and escalation for acute abdomen.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,moderate,2,none,moderate,inpatient bedside; consult rounds; ward or stepdown,"Technique and patient cooperation can limit reliability; interpret with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; dyspnea; hypercalcemia; hypoxia; inpatient_bedside; pneumonia; respiratory_support
EXAM-079-liver-edge,79,8687ba06,Abdomen 8,DKA_HHS; adrenal_insufficiency; hypercalcemia; volume_overload; abdominal_pain,"Volume status, perfusion, and heart-failure trajectory","Do you have abdominal pain, nausea, vomiting, constipation, or pain with urination today?",No / Abdominal pain / Nausea or vomiting / Constipation / Dysuria / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; heart_failure; hypercalcemia; inpatient_bedside; perfusion; shock; volume_overload,"Abnormal abdominal findings can change DKA/adrenal/hypercalcemia symptom framing, imaging need, and escalation for acute abdomen.","Abnormal abdominal findings can change DKA/adrenal/hypercalcemia symptom framing, imaging need, and escalation for acute abdomen.",MCGEE_EBPD,MCGEE_EBPD; SM25; AHRQ_CALIBRATE_DX,,,B,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; heart_failure; hypercalcemia; inpatient_bedside; perfusion; shock; volume_overload
EXAM-080-murphy-sign,80,ddc11738,Abdomen 9,DKA_HHS; adrenal_insufficiency; hypercalcemia; abdominal_pain,"Abdominal tenderness, peritoneal signs, biliary disease, or renal/flank source","Do you have abdominal pain, nausea, vomiting, constipation, or pain with urination today?",No / Abdominal pain / Nausea or vomiting / Constipation / Dysuria / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside,"A positive Murphy sign can shift abdominal symptoms toward biliary disease and affect ultrasound, antibiotics, or surgical consultation.","A positive Murphy sign can shift abdominal symptoms toward biliary disease and affect ultrasound, antibiotics, or surgical consultation.",MCGEE_EBPD,MCGEE_EBPD; SM25; AHRQ_CALIBRATE_DX,,,B,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside
EXAM-081-rebound-tenderness,81,9c9f1e78,Abdomen 10,DKA_HHS; adrenal_insufficiency; hypercalcemia; abdominal_pain,"Abdominal tenderness, peritoneal signs, biliary disease, or renal/flank source","Do you have abdominal pain, nausea, vomiting, constipation, or pain with urination today?",No / Abdominal pain / Nausea or vomiting / Constipation / Dysuria / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside,"Peritoneal or appendiceal signs can change urgency for imaging, antibiotics, surgery evaluation, and escalation.","Peritoneal or appendiceal signs can change urgency for imaging, antibiotics, surgery evaluation, and escalation.",MCGEE_EBPD,MCGEE_EBPD; SM25; AHRQ_CALIBRATE_DX,,,B,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside
EXAM-082-psoas-sign,82,3f6332fd,Abdomen 11,DKA_HHS; adrenal_insufficiency; hypercalcemia; abdominal_pain,"Abdominal tenderness, peritoneal signs, biliary disease, or renal/flank source","Do you have abdominal pain, nausea, vomiting, constipation, or pain with urination today?",No / Abdominal pain / Nausea or vomiting / Constipation / Dysuria / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside,"Peritoneal or appendiceal signs can change urgency for imaging, antibiotics, surgery evaluation, and escalation.","Peritoneal or appendiceal signs can change urgency for imaging, antibiotics, surgery evaluation, and escalation.",MCGEE_EBPD,MCGEE_EBPD; SM25; AHRQ_CALIBRATE_DX,,,B,moderate,2,none,moderate,inpatient bedside; consult rounds; ward or stepdown,"Technique and patient cooperation can limit reliability; interpret with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside
EXAM-083-obturator-sign,83,d093fc9d,Abdomen 11,DKA_HHS; adrenal_insufficiency; hypercalcemia; abdominal_pain,"Abdominal tenderness, peritoneal signs, biliary disease, or renal/flank source","Do you have abdominal pain, nausea, vomiting, constipation, or pain with urination today?",No / Abdominal pain / Nausea or vomiting / Constipation / Dysuria / Other ___,DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside,"Peritoneal or appendiceal signs can change urgency for imaging, antibiotics, surgery evaluation, and escalation.","Peritoneal or appendiceal signs can change urgency for imaging, antibiotics, surgery evaluation, and escalation.",MCGEE_EBPD,MCGEE_EBPD; SM25; AHRQ_CALIBRATE_DX,,,B,moderate,2,none,moderate,inpatient bedside; consult rounds; ward or stepdown,"Technique and patient cooperation can limit reliability; interpret with vitals, labs, imaging, and trajectory.",DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; hypercalcemia; inpatient_bedside
EXAM-084-cva-tenderness,84,b12168fc,Abdomen 12,DKA_HHS; adrenal_insufficiency; hypercalcemia; AKI; abdominal_pain,"Abdominal tenderness, peritoneal signs, biliary disease, or renal/flank source","Have you felt thirsty, lightheaded when standing, or had less urine than usual?",No / Thirsty / Lightheaded / Less urine / Multiple / Other ___,AKI; DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; flank_pain; hypercalcemia; hypovolemia; infection; inpatient_bedside,"CVA tenderness can shift AKI or infection framing toward pyelonephritis/obstruction and affect urine testing, imaging, and antibiotic decisions.","CVA tenderness can shift AKI or infection framing toward pyelonephritis/obstruction and affect urine testing, imaging, and antibiotic decisions.",MCGEE_EBPD,MCGEE_EBPD; SM25; AHRQ_CALIBRATE_DX,,,B,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",AKI; DKA_HHS; abdominal_pain; adrenal_insufficiency; diagnostic_safety; flank_pain; hypercalcemia; hypovolemia; infection; inpatient_bedside
EXAM-085-stethoscope-cleaned,85,e748cd06,Cardiopulmonary prep,volume_overload,"Volume status, perfusion, and heart-failure trajectory","Has this problem changed since yesterday, and is there any new symptom you want the team to know?",Better / Same / Worse / New symptom ___ / Other ___,cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload,"A management-relevant Stethoscope cleaned finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Stethoscope cleaned finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",AHRQ_CALIBRATE_DX,AHRQ_CALIBRATE_DX; SM25,,,C,easy,1,stethoscope,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload
EXAM-086-heart-rate,86,d5969710,Cardiopulmonary 1,volume_overload,"Volume status, perfusion, and heart-failure trajectory","Have you noticed more swelling, shortness of breath lying flat, dizziness, or chest discomfort?",No / Swelling / Orthopnea / Dizziness / Chest discomfort / Other ___,cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload,"New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.","New rhythm, murmur, displaced impulse, or extra sound can change telemetry, ECG/echo need, volume strategy, or escalation.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload
EXAM-087-respiratory-rate,87,70fdd139,Cardiopulmonary 2,dyspnea,"Respiratory distress, consolidation, effusion, or pulmonary edema","Is your breathing better, the same, or worse since yesterday?",Better / Same / Worse / Other ___,cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support,"Tachypnea or bradypnea can change DKA/HHS severity framing, oxygen support, gas testing, or ICU concern.","Tachypnea or bradypnea can change DKA/HHS severity framing, oxygen support, gas testing, or ICU concern.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support
EXAM-088-blood-pressure,88,55a9724c,Cardiopulmonary 3,DKA_HHS; adrenal_insufficiency; volume_overload; AKI,"Volume status, perfusion, and heart-failure trajectory","Have you noticed more swelling, shortness of breath lying flat, dizziness, or chest discomfort?",No / Swelling / Orthopnea / Dizziness / Chest discomfort / Other ___,AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypovolemia; inpatient_bedside; perfusion; shock,"Hypotension, hypertension, or orthostasis can change fluids, antihypertensives, steroid stress dosing, or escalation.","Hypotension, hypertension, or orthostasis can change fluids, antihypertensives, steroid stress dosing, or escalation.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,blood pressure cuff,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypovolemia; inpatient_bedside; perfusion; shock; volume_overload
EXAM-089-posterior-thorax-inspection,89,adddb405,Cardiopulmonary 4,dyspnea,"Respiratory distress, consolidation, effusion, or pulmonary edema","Is your breathing better, the same, or worse since yesterday?",Better / Same / Worse / Other ___,cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support,"A management-relevant Posterior thorax inspection finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Posterior thorax inspection finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",AHRQ_CALIBRATE_DX,AHRQ_CALIBRATE_DX; SM25,,,C,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support
EXAM-090-tactile-fremitus,90,d8d3108a,Cardiopulmonary 5,dyspnea,"Respiratory distress, consolidation, effusion, or pulmonary edema","Is your breathing better, the same, or worse since yesterday?",Better / Same / Worse / Other ___,cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support,"Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.","Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support
EXAM-091-posterior-lung-percussion,91,63dcd6e0,Cardiopulmonary 6,dyspnea,"Respiratory distress, consolidation, effusion, or pulmonary edema","Is your breathing better, the same, or worse since yesterday?",Better / Same / Worse / Other ___,cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support,"Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.","Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1.5,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support
EXAM-092-posterior-lung-sounds,92,b2e30eb2,Cardiopulmonary 7,dyspnea,"Respiratory distress, consolidation, effusion, or pulmonary edema","Is your breathing better, the same, or worse since yesterday?",Better / Same / Worse / Other ___,cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support,"Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.","Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1.5,stethoscope,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support
EXAM-093-lateral-lung-sounds,93,0a46bf29,Cardiopulmonary 8,dyspnea,"Respiratory distress, consolidation, effusion, or pulmonary edema","Is your breathing better, the same, or worse since yesterday?",Better / Same / Worse / Other ___,cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support,"Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.","Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1.5,stethoscope,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support
EXAM-094-anterior-thorax-inspection,94,440a1a26,Cardiopulmonary 9,dyspnea,"Respiratory distress, consolidation, effusion, or pulmonary edema","Is your breathing better, the same, or worse since yesterday?",Better / Same / Worse / Other ___,cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support,"A management-relevant Anterior thorax inspection finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Anterior thorax inspection finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",AHRQ_CALIBRATE_DX,AHRQ_CALIBRATE_DX; SM25,,,C,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support
EXAM-095-anterior-lung-percussion,95,c3b3bafb,Cardiopulmonary 10,dyspnea,"Respiratory distress, consolidation, effusion, or pulmonary edema","Is your breathing better, the same, or worse since yesterday?",Better / Same / Worse / Other ___,cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support,"Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.","Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1.5,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support
EXAM-096-anterior-lung-sounds,96,55ced093,Cardiopulmonary 11,dyspnea,"Respiratory distress, consolidation, effusion, or pulmonary edema","Is your breathing better, the same, or worse since yesterday?",Better / Same / Worse / Other ___,cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support,"Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.","Abnormal lung findings can support pulmonary edema, pneumonia, effusion, or obstruction and affect oxygen, imaging, antibiotics, or diuresis decisions.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1.5,stethoscope,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; dyspnea; hypoxia; inpatient_bedside; pneumonia; respiratory_support
EXAM-097-vascular-exam-setup,97,4137e51f,Cardiopulmonary 12,volume_overload,"Volume status, perfusion, and heart-failure trajectory","Has this problem changed since yesterday, and is there any new symptom you want the team to know?",Better / Same / Worse / New symptom ___ / Other ___,cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload,"A management-relevant Vascular exam setup finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Vascular exam setup finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",AHRQ_CALIBRATE_DX,AHRQ_CALIBRATE_DX; SM25,,,C,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload
EXAM-098-jvp,98,80dc9535,Cardiopulmonary 13,DKA_HHS; adrenal_insufficiency; volume_overload; AKI,"Volume status, perfusion, and heart-failure trajectory","Have you noticed more swelling, shortness of breath lying flat, dizziness, or chest discomfort?",No / Swelling / Orthopnea / Dizziness / Chest discomfort / Other ___,AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypovolemia; inpatient_bedside; perfusion; shock,"Abnormal JVP supports volume overload or elevated right-sided pressure, affecting diuresis, fluid strategy, and heart-failure framing.","Abnormal JVP supports volume overload or elevated right-sided pressure, affecting diuresis, fluid strategy, and heart-failure framing.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypovolemia; inpatient_bedside; perfusion; shock; volume_overload
EXAM-099-carotids,99,ef75446e,Cardiopulmonary 14,volume_overload,"Volume status, perfusion, and heart-failure trajectory","Has this problem changed since yesterday, and is there any new symptom you want the team to know?",Better / Same / Worse / New symptom ___ / Other ___,cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload,"A management-relevant Carotids finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Carotids finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",AHRQ_CALIBRATE_DX,AHRQ_CALIBRATE_DX; SM25,,,C,easy,1,stethoscope,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",cardiopulmonary; diagnostic_safety; heart_failure; inpatient_bedside; perfusion; shock; volume_overload
EXAM-100-radial-pulses,100,cae21c47,Cardiopulmonary 15,DKA_HHS; hypoglycemia; adrenal_insufficiency; inpatient_diabetes; volume_overload; AKI,"Volume status, perfusion, and heart-failure trajectory","Have you noticed more swelling, shortness of breath lying flat, dizziness, or chest discomfort?",No / Swelling / Orthopnea / Dizziness / Chest discomfort / Other ___,AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypoglycemia; hypovolemia; inpatient_bedside; inpatient_diabetes,"A management-relevant Radial pulses finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.","A management-relevant Radial pulses finding can change bedside severity assessment, monitoring, diagnostic workup, or escalation today.",JAMA_RCE,JAMA_RCE; SM25; AHRQ_CALIBRATE_DX,,,A,easy,1,none,low,inpatient bedside; consult rounds; ward or stepdown,"Finding is bedside-supportive and should be interpreted with vitals, labs, imaging, and trajectory.",AKI; DKA_HHS; adrenal_insufficiency; cardiopulmonary; diagnostic_safety; heart_failure; hypoglycemia; hypovolemia; inpatient_bedside; inpatient_diabetes; perfusion; shock; volume_overload
